Year,County,State,FIPS County Code,Opioid Prescribing Rate per 100,Zip Code,City,County Name
2017,AUTAUGA,AL,1001,106.6,36006,Billingsley,Autauga
2017,AUTAUGA,AL,1001,106.6,36003,Autaugaville,Autauga
2017,AUTAUGA,AL,1001,106.6,36091,Verbena,Autauga
2017,AUTAUGA,AL,1001,106.6,36067,Prattville,Autauga
2017,AUTAUGA,AL,1001,106.6,36051,Marbury,Autauga
2017,AUTAUGA,AL,1001,106.6,36066,Prattville,Autauga
2017,AUTAUGA,AL,1001,106.6,36749,Jones,Autauga
2017,BALDWIN,AL,1003,106.7,36550,Little River,Baldwin
2017,BALDWIN,AL,1003,106.7,36511,Bon Secour,Baldwin
2017,BALDWIN,AL,1003,106.7,36579,Stockton,Baldwin
2017,BALDWIN,AL,1003,106.7,36559,Montrose,Baldwin
2017,BALDWIN,AL,1003,106.7,36578,Stapleton,Baldwin
2017,BALDWIN,AL,1003,106.7,36551,Loxley,Baldwin
2017,BALDWIN,AL,1003,106.7,36564,Point Clear,Baldwin
2017,BALDWIN,AL,1003,106.7,36526,Daphne,Baldwin
2017,BALDWIN,AL,1003,106.7,36530,Elberta,Baldwin
2017,BALDWIN,AL,1003,106.7,36580,Summerdale,Baldwin
2017,BALDWIN,AL,1003,106.7,36561,Orange Beach,Baldwin
2017,BALDWIN,AL,1003,106.7,36549,Lillian,Baldwin
2017,BALDWIN,AL,1003,106.7,36507,Bay Minette,Baldwin
2017,BALDWIN,AL,1003,106.7,36576,Silverhill,Baldwin
2017,BALDWIN,AL,1003,106.7,36527,Daphne,Baldwin
2017,BALDWIN,AL,1003,106.7,36555,Magnolia Springs,Baldwin
2017,BALDWIN,AL,1003,106.7,36535,Foley,Baldwin
2017,BALDWIN,AL,1003,106.7,36562,Perdido,Baldwin
2017,BALDWIN,AL,1003,106.7,36567,Robertsdale,Baldwin
2017,BALDWIN,AL,1003,106.7,36542,Gulf Shores,Baldwin
2017,BALDWIN,AL,1003,106.7,36532,Fairhope,Baldwin
2017,BALDWIN,AL,1003,106.7,36574,Seminole,Baldwin
2017,BARBOUR,AL,1005,90.7,36017,Clio,Barbour
2017,BARBOUR,AL,1005,90.7,36016,Clayton,Barbour
2017,BARBOUR,AL,1005,90.7,36048,Louisville,Barbour
2017,BARBOUR,AL,1005,90.7,36027,Eufaula,Barbour
2017,BARBOUR,AL,1005,90.7,36317,Clopton,Barbour
2017,BIBB,AL,1007,80.6,35034,Brent,Bibb
2017,BIBB,AL,1007,80.6,35035,Brierfield,Bibb
2017,BIBB,AL,1007,80.6,35184,West Blocton,Bibb
2017,BIBB,AL,1007,80.6,35188,Woodstock,Bibb
2017,BIBB,AL,1007,80.6,35042,Centreville,Bibb
2017,BIBB,AL,1007,80.6,36792,Randolph,Bibb
2017,BIBB,AL,1007,80.6,36793,Lawley,Bibb
2017,BIBB,AL,1007,80.6,35074,Green Pond,Bibb
2017,BLOUNT,AL,1009,48.9,35013,Allgood,Blount
2017,BLOUNT,AL,1009,48.9,35097,Locust Fork,Blount
2017,BLOUNT,AL,1009,48.9,35172,Trafford,Blount
2017,BLOUNT,AL,1009,48.9,35079,Hayden,Blount
2017,BLOUNT,AL,1009,48.9,35133,Remlap,Blount
2017,BLOUNT,AL,1009,48.9,35031,Blountsville,Blount
2017,BLOUNT,AL,1009,48.9,35121,Oneonta,Blount
2017,BLOUNT,AL,1009,48.9,35049,Cleveland,Blount
2017,BULLOCK,AL,1011,19.9,36089,Union Springs,Bullock
2017,BULLOCK,AL,1011,19.9,36029,Fitzpatrick,Bullock
2017,BULLOCK,AL,1011,19.9,36053,Midway,Bullock
2017,BUTLER,AL,1013,118.6,36033,Georgiana,Butler
2017,BUTLER,AL,1013,118.6,36456,Mc Kenzie,Butler
2017,BUTLER,AL,1013,118.6,36037,Greenville,Butler
2017,BUTLER,AL,1013,118.6,36030,Forest Home,Butler
2017,CALHOUN,AL,1015,138.2,36260,Eastaboga,Calhoun
2017,CALHOUN,AL,1015,138.2,36279,Wellington,Calhoun
2017,CALHOUN,AL,1015,138.2,36206,Anniston,Calhoun
2017,CALHOUN,AL,1015,138.2,36271,Ohatchee,Calhoun
2017,CALHOUN,AL,1015,138.2,36265,Jacksonville,Calhoun
2017,CALHOUN,AL,1015,138.2,36205,Anniston,Calhoun
2017,CALHOUN,AL,1015,138.2,36203,Oxford,Calhoun
2017,CALHOUN,AL,1015,138.2,36207,Anniston,Calhoun
2017,CALHOUN,AL,1015,138.2,36250,Alexandria,Calhoun
2017,CALHOUN,AL,1015,138.2,36277,Weaver,Calhoun
2017,CALHOUN,AL,1015,138.2,36201,Anniston,Calhoun
2017,CHAMBERS,AL,1017,127.0,36854,Valley,Chambers
2017,CHAMBERS,AL,1017,127.0,36863,Lanett,Chambers
2017,CHAMBERS,AL,1017,127.0,36862,Lafayette,Chambers
2017,CHAMBERS,AL,1017,127.0,36855,Five Points,Chambers
2017,CHEROKEE,AL,1019,128.3,35973,Gaylesville,Cherokee
2017,CHEROKEE,AL,1019,128.3,35983,Leesburg,Cherokee
2017,CHEROKEE,AL,1019,128.3,35960,Centre,Cherokee
2017,CHEROKEE,AL,1019,128.3,35961,Collinsville,Cherokee
2017,CHEROKEE,AL,1019,128.3,35959,Cedar Bluff,Cherokee
2017,CHILTON,AL,1021,107.0,36750,Maplesville,Chilton
2017,CHILTON,AL,1021,107.0,35085,Jemison,Chilton
2017,CHILTON,AL,1021,107.0,35045,Clanton,Chilton
2017,CHILTON,AL,1021,107.0,35046,Clanton,Chilton
2017,CHILTON,AL,1021,107.0,36790,Stanton,Chilton
2017,CHILTON,AL,1021,107.0,35171,Thorsby,Chilton
2017,CHOCTAW,AL,1023,92.2,36910,Jachin,Choctaw
2017,CHOCTAW,AL,1023,92.2,36916,Pennington,Choctaw
2017,CHOCTAW,AL,1023,92.2,36912,Lisman,Choctaw
2017,CHOCTAW,AL,1023,92.2,36921,Toxey,Choctaw
2017,CHOCTAW,AL,1023,92.2,36908,Gilbertown,Choctaw
2017,CHOCTAW,AL,1023,92.2,36919,Silas,Choctaw
2017,CHOCTAW,AL,1023,92.2,36915,Needham,Choctaw
2017,CHOCTAW,AL,1023,92.2,36904,Butler,Choctaw
2017,CHOCTAW,AL,1023,92.2,36922,Ward,Choctaw
2017,CHOCTAW,AL,1023,92.2,36913,Melvin,Choctaw
2017,CLARKE,AL,1025,154.5,36436,Dickinson,Clarke
2017,CLARKE,AL,1025,154.5,36727,Campbell,Clarke
2017,CLARKE,AL,1025,154.5,36751,Lower Peach Tree,Clarke
2017,CLARKE,AL,1025,154.5,36545,Jackson,Clarke
2017,CLARKE,AL,1025,154.5,36451,Grove Hill,Clarke
2017,CLARKE,AL,1025,154.5,36446,Fulton,Clarke
2017,CLARKE,AL,1025,154.5,36784,Thomasville,Clarke
2017,CLARKE,AL,1025,154.5,36524,Coffeeville,Clarke
2017,CLARKE,AL,1025,154.5,36540,Gainestown,Clarke
2017,CLARKE,AL,1025,154.5,36482,Whatley,Clarke
2017,CLAY,AL,1027,112.2,36267,Millerville,Clay
2017,CLAY,AL,1027,112.2,36255,Cragford,Clay
2017,CLAY,AL,1027,112.2,36258,Delta,Clay
2017,CLAY,AL,1027,112.2,36266,Lineville,Clay
2017,CLAY,AL,1027,112.2,36251,Ashland,Clay
2017,CLAY,AL,1027,112.2,35082,Hollins,Clay
2017,CLEBURNE,AL,1029,48.1,36262,Fruithurst,Cleburne
2017,CLEBURNE,AL,1029,48.1,36269,Muscadine,Cleburne
2017,CLEBURNE,AL,1029,48.1,36273,Ranburne,Cleburne
2017,CLEBURNE,AL,1029,48.1,36264,Heflin,Cleburne
2017,COFFEE,AL,1031,118.7,36351,New Brockton,Coffee
2017,COFFEE,AL,1031,118.7,36453,Kinston,Coffee
2017,COFFEE,AL,1031,118.7,36330,Enterprise,Coffee
2017,COFFEE,AL,1031,118.7,36311,Ariton,Coffee
2017,COFFEE,AL,1031,118.7,36323,Elba,Coffee
2017,COFFEE,AL,1031,118.7,36346,Jack,Coffee
2017,COLBERT,AL,1033,186.0,35674,Tuscumbia,Colbert
2017,COLBERT,AL,1033,186.0,35616,Cherokee,Colbert
2017,COLBERT,AL,1033,186.0,35661,Muscle Shoals,Colbert
2017,COLBERT,AL,1033,186.0,35660,Sheffield,Colbert
2017,COLBERT,AL,1033,186.0,35646,Leighton,Colbert
2017,CONECUH,AL,1035,84.9,36454,Lenox,Conecuh
2017,CONECUH,AL,1035,84.9,36475,Repton,Conecuh
2017,CONECUH,AL,1035,84.9,36432,Castleberry,Conecuh
2017,CONECUH,AL,1035,84.9,36473,Range,Conecuh
2017,CONECUH,AL,1035,84.9,36401,Evergreen,Conecuh
2017,COOSA,AL,1037,24.3,36026,Equality,Coosa
2017,COOSA,AL,1037,24.3,35136,Rockford,Coosa
2017,COOSA,AL,1037,24.3,35072,Goodwater,Coosa
2017,COOSA,AL,1037,24.3,35089,Kellyton,Coosa
2017,COOSA,AL,1037,24.3,35183,Weogufka,Coosa
2017,COVINGTON,AL,1039,143.1,36421,Andalusia,Covington
2017,COVINGTON,AL,1039,143.1,36028,Dozier,Covington
2017,COVINGTON,AL,1039,143.1,36442,Florala,Covington
2017,COVINGTON,AL,1039,143.1,36420,Andalusia,Covington
2017,COVINGTON,AL,1039,143.1,36483,Wing,Covington
2017,COVINGTON,AL,1039,143.1,36474,Red Level,Covington
2017,COVINGTON,AL,1039,143.1,36467,Opp,Covington
2017,COVINGTON,AL,1039,143.1,36038,Gantt,Covington
2017,COVINGTON,AL,1039,143.1,36476,River Falls,Covington
2017,COVINGTON,AL,1039,143.1,36455,Lockhart,Covington
2017,CRENSHAW,AL,1041,81.1,36041,Highland Home,Crenshaw
2017,CRENSHAW,AL,1041,81.1,36042,Honoraville,Crenshaw
2017,CRENSHAW,AL,1041,81.1,36009,Brantley,Crenshaw
2017,CRENSHAW,AL,1041,81.1,36049,Luverne,Crenshaw
2017,CRENSHAW,AL,1041,81.1,36046,Lapine,Crenshaw
2017,CRENSHAW,AL,1041,81.1,36071,Rutledge,Crenshaw
2017,CULLMAN,AL,1043,141.1,35070,Garden City,Cullman
2017,CULLMAN,AL,1043,141.1,35033,Bremen,Cullman
2017,CULLMAN,AL,1043,141.1,35057,Cullman,Cullman
2017,CULLMAN,AL,1043,141.1,35098,Logan,Cullman
2017,CULLMAN,AL,1043,141.1,35077,Hanceville,Cullman
2017,CULLMAN,AL,1043,141.1,35058,Cullman,Cullman
2017,CULLMAN,AL,1043,141.1,35019,Baileyton,Cullman
2017,CULLMAN,AL,1043,141.1,35055,Cullman,Cullman
2017,CULLMAN,AL,1043,141.1,35179,Vinemont,Cullman
2017,CULLMAN,AL,1043,141.1,35053,Crane Hill,Cullman
2017,CULLMAN,AL,1043,141.1,35087,Joppa,Cullman
2017,CULLMAN,AL,1043,141.1,35083,Holly Pond,Cullman
2017,DALE,AL,1045,69.6,36362,Fort Rucker,Dale
2017,DALE,AL,1045,69.6,36374,Skipperville,Dale
2017,DALE,AL,1045,69.6,36371,Pinckard,Dale
2017,DALE,AL,1045,69.6,36350,Midland City,Dale
2017,DALE,AL,1045,69.6,36360,Ozark,Dale
2017,DALE,AL,1045,69.6,36322,Daleville,Dale
2017,DALLAS,AL,1047,102.6,36773,Safford,Dallas
2017,DALLAS,AL,1047,102.6,36758,Plantersville,Dallas
2017,DALLAS,AL,1047,102.6,36759,Marion Junction,Dallas
2017,DALLAS,AL,1047,102.6,36775,Sardis,Dallas
2017,DALLAS,AL,1047,102.6,36761,Minter,Dallas
2017,DALLAS,AL,1047,102.6,36701,Selma,Dallas
2017,DALLAS,AL,1047,102.6,36703,Selma,Dallas
2017,DALLAS,AL,1047,102.6,36767,Orrville,Dallas
2017,DE KALB,AL,1049,103.2,35979,Higdon,DeKalb
2017,DE KALB,AL,1049,103.2,35962,Crossville,DeKalb
2017,DE KALB,AL,1049,103.2,35963,Dawson,DeKalb
2017,DE KALB,AL,1049,103.2,35971,Fyffe,DeKalb
2017,DE KALB,AL,1049,103.2,35978,Henagar,DeKalb
2017,DE KALB,AL,1049,103.2,35975,Groveoak,DeKalb
2017,DE KALB,AL,1049,103.2,35967,Fort Payne,DeKalb
2017,DE KALB,AL,1049,103.2,35968,Fort Payne,DeKalb
2017,DE KALB,AL,1049,103.2,35986,Rainsville,DeKalb
2017,DE KALB,AL,1049,103.2,35988,Sylvania,DeKalb
2017,DE KALB,AL,1049,103.2,35974,Geraldine,DeKalb
2017,DE KALB,AL,1049,103.2,35989,Valley Head,DeKalb
2017,DE KALB,AL,1049,103.2,35984,Mentone,DeKalb
2017,DE KALB,AL,1049,103.2,35981,Ider,DeKalb
2017,ELMORE,AL,1051,109.4,36025,Elmore,Elmore
2017,ELMORE,AL,1051,109.4,36022,Deatsville,Elmore
2017,ELMORE,AL,1051,109.4,36080,Titus,Elmore
2017,ELMORE,AL,1051,109.4,36078,Tallassee,Elmore
2017,ELMORE,AL,1051,109.4,36093,Wetumpka,Elmore
2017,ELMORE,AL,1051,109.4,36024,Eclectic,Elmore
2017,ELMORE,AL,1051,109.4,36020,Coosada,Elmore
2017,ELMORE,AL,1051,109.4,36092,Wetumpka,Elmore
2017,ELMORE,AL,1051,109.4,36054,Millbrook,Elmore
2017,ESCAMBIA,AL,1053,154.9,36543,Huxford,Escambia
2017,ESCAMBIA,AL,1053,154.9,36502,Atmore,Escambia
2017,ESCAMBIA,AL,1053,154.9,36441,Flomaton,Escambia
2017,ESCAMBIA,AL,1053,154.9,36426,Brewton,Escambia
2017,ETOWAH,AL,1055,130.5,35972,Gallant,Etowah
2017,ETOWAH,AL,1055,130.5,35990,Walnut Grove,Etowah
2017,ETOWAH,AL,1055,130.5,35952,Altoona,Etowah
2017,ETOWAH,AL,1055,130.5,35954,Attalla,Etowah
2017,ETOWAH,AL,1055,130.5,35904,Gadsden,Etowah
2017,ETOWAH,AL,1055,130.5,35956,Boaz,Etowah
2017,ETOWAH,AL,1055,130.5,35901,Gadsden,Etowah
2017,ETOWAH,AL,1055,130.5,35907,Gadsden,Etowah
2017,ETOWAH,AL,1055,130.5,36272,Piedmont,Etowah
2017,ETOWAH,AL,1055,130.5,35906,Rainbow City,Etowah
2017,ETOWAH,AL,1055,130.5,35903,Gadsden,Etowah
2017,ETOWAH,AL,1055,130.5,35905,Gadsden,Etowah
2017,FAYETTE,AL,1057,114.3,35559,Glen Allen,Fayette
2017,FAYETTE,AL,1057,114.3,35545,Belk,Fayette
2017,FAYETTE,AL,1057,114.3,35574,Kennedy,Fayette
2017,FAYETTE,AL,1057,114.3,35555,Fayette,Fayette
2017,FAYETTE,AL,1057,114.3,35542,Bankston,Fayette
2017,FAYETTE,AL,1057,114.3,35546,Berry,Fayette
2017,FRANKLIN,AL,1059,181.3,35585,Spruce Pine,Franklin
2017,FRANKLIN,AL,1059,181.3,35593,Vina,Franklin
2017,FRANKLIN,AL,1059,181.3,35653,Russellville,Franklin
2017,FRANKLIN,AL,1059,181.3,35571,Hodges,Franklin
2017,FRANKLIN,AL,1059,181.3,35654,Russellville,Franklin
2017,FRANKLIN,AL,1059,181.3,35581,Phil Campbell,Franklin
2017,FRANKLIN,AL,1059,181.3,35582,Red Bay,Franklin
2017,GENEVA,AL,1061,42.1,36316,Chancellor,Geneva
2017,GENEVA,AL,1061,42.1,36344,Hartford,Geneva
2017,GENEVA,AL,1061,42.1,36375,Slocomb,Geneva
2017,GENEVA,AL,1061,42.1,36477,Samson,Geneva
2017,GENEVA,AL,1061,42.1,36318,Coffee Springs,Geneva
2017,GENEVA,AL,1061,42.1,36340,Geneva,Geneva
2017,GENEVA,AL,1061,42.1,36314,Black,Geneva
2017,GENEVA,AL,1061,42.1,36313,Bellwood,Geneva
2017,GREENE,AL,1063,53.9,35443,Boligee,Greene
2017,GREENE,AL,1063,53.9,36740,Forkland,Greene
2017,GREENE,AL,1063,53.9,35462,Eutaw,Greene
2017,GREENE,AL,1063,53.9,35469,Knoxville,Greene
2017,HALE,AL,1065,98.7,35441,Akron,Hale
2017,HALE,AL,1065,98.7,36744,Greensboro,Hale
2017,HALE,AL,1065,98.7,35474,Moundville,Hale
2017,HALE,AL,1065,98.7,36765,Newbern,Hale
2017,HALE,AL,1065,98.7,36776,Sawyerville,Hale
2017,HENRY,AL,1067,26.7,36310,Abbeville,Henry
2017,HENRY,AL,1067,26.7,36353,Newville,Henry
2017,HENRY,AL,1067,26.7,36345,Headland,Henry
2017,HENRY,AL,1067,26.7,36373,Shorterville,Henry
2017,HOUSTON,AL,1069,136.2,36319,Columbia,Houston
2017,HOUSTON,AL,1069,136.2,36352,Newton,Houston
2017,HOUSTON,AL,1069,136.2,36370,Pansey,Houston
2017,HOUSTON,AL,1069,136.2,36321,Cowarts,Houston
2017,HOUSTON,AL,1069,136.2,36376,Webb,Houston
2017,HOUSTON,AL,1069,136.2,36312,Ashford,Houston
2017,HOUSTON,AL,1069,136.2,36320,Cottonwood,Houston
2017,HOUSTON,AL,1069,136.2,36303,Dothan,Houston
2017,HOUSTON,AL,1069,136.2,36301,Dothan,Houston
2017,HOUSTON,AL,1069,136.2,36305,Dothan,Houston
2017,HOUSTON,AL,1069,136.2,36343,Gordon,Houston
2017,JACKSON,AL,1071,138.6,35751,Hollytree,Jackson
2017,JACKSON,AL,1071,138.6,35745,Estillfork,Jackson
2017,JACKSON,AL,1071,138.6,35746,Fackler,Jackson
2017,JACKSON,AL,1071,138.6,35765,Pisgah,Jackson
2017,JACKSON,AL,1071,138.6,35958,Bryant,Jackson
2017,JACKSON,AL,1071,138.6,35776,Woodville,Jackson
2017,JACKSON,AL,1071,138.6,35771,Section,Jackson
2017,JACKSON,AL,1071,138.6,35768,Scottsboro,Jackson
2017,JACKSON,AL,1071,138.6,35744,Dutton,Jackson
2017,JACKSON,AL,1071,138.6,35772,Stevenson,Jackson
2017,JACKSON,AL,1071,138.6,35966,Flat Rock,Jackson
2017,JACKSON,AL,1071,138.6,35766,Princeton,Jackson
2017,JACKSON,AL,1071,138.6,35774,Trenton,Jackson
2017,JACKSON,AL,1071,138.6,35752,Hollywood,Jackson
2017,JACKSON,AL,1071,138.6,35769,Scottsboro,Jackson
2017,JACKSON,AL,1071,138.6,35764,Paint Rock,Jackson
2017,JACKSON,AL,1071,138.6,35740,Bridgeport,Jackson
2017,JEFFERSON,AL,1073,104.2,35233,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35203,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35060,Docena,Jefferson
2017,JEFFERSON,AL,1073,104.2,35006,Adger,Jefferson
2017,JEFFERSON,AL,1073,104.2,35234,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35061,Dolomite,Jefferson
2017,JEFFERSON,AL,1073,104.2,35116,Morris,Jefferson
2017,JEFFERSON,AL,1073,104.2,35005,Adamsville,Jefferson
2017,JEFFERSON,AL,1073,104.2,35254,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35222,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35205,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35023,Bessemer,Jefferson
2017,JEFFERSON,AL,1073,104.2,35226,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35118,Mulga,Jefferson
2017,JEFFERSON,AL,1073,104.2,35207,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35117,Mount Olive,Jefferson
2017,JEFFERSON,AL,1073,104.2,35223,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35216,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35212,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35180,Warrior,Jefferson
2017,JEFFERSON,AL,1073,104.2,35209,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35022,Bessemer,Jefferson
2017,JEFFERSON,AL,1073,104.2,35243,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35062,Dora,Jefferson
2017,JEFFERSON,AL,1073,104.2,35126,Pinson,Jefferson
2017,JEFFERSON,AL,1073,104.2,35218,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35204,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35071,Gardendale,Jefferson
2017,JEFFERSON,AL,1073,104.2,35217,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35173,Trussville,Jefferson
2017,JEFFERSON,AL,1073,104.2,35020,Bessemer,Jefferson
2017,JEFFERSON,AL,1073,104.2,35244,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35068,Fultondale,Jefferson
2017,JEFFERSON,AL,1073,104.2,35213,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35127,Pleasant Grove,Jefferson
2017,JEFFERSON,AL,1073,104.2,35224,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35206,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35208,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35211,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35210,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35215,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35228,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35235,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35091,Kimberly,Jefferson
2017,JEFFERSON,AL,1073,104.2,35139,Sayre,Jefferson
2017,JEFFERSON,AL,1073,104.2,35073,Graysville,Jefferson
2017,JEFFERSON,AL,1073,104.2,35214,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35221,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35064,Fairfield,Jefferson
2017,JEFFERSON,AL,1073,104.2,35036,Brookside,Jefferson
2017,JEFFERSON,AL,1073,104.2,35229,Birmingham,Jefferson
2017,JEFFERSON,AL,1073,104.2,35119,New Castle,Jefferson
2017,LAMAR,AL,1075,75.4,35576,Millport,Lamar
2017,LAMAR,AL,1075,75.4,35552,Detroit,Lamar
2017,LAMAR,AL,1075,75.4,35586,Sulligent,Lamar
2017,LAMAR,AL,1075,75.4,35544,Beaverton,Lamar
2017,LAMAR,AL,1075,75.4,35592,Vernon,Lamar
2017,LAUDERDALE,AL,1077,104.7,35610,Anderson,Lauderdale
2017,LAUDERDALE,AL,1077,104.7,35634,Florence,Lauderdale
2017,LAUDERDALE,AL,1077,104.7,35645,Killen,Lauderdale
2017,LAUDERDALE,AL,1077,104.7,35652,Rogersville,Lauderdale
2017,LAUDERDALE,AL,1077,104.7,35633,Florence,Lauderdale
2017,LAUDERDALE,AL,1077,104.7,35648,Lexington,Lauderdale
2017,LAUDERDALE,AL,1077,104.7,35677,Waterloo,Lauderdale
2017,LAUDERDALE,AL,1077,104.7,35630,Florence,Lauderdale
2017,LAWRENCE,AL,1079,98.8,35673,Trinity,Lawrence
2017,LAWRENCE,AL,1079,98.8,35643,Hillsboro,Lawrence
2017,LAWRENCE,AL,1079,98.8,35672,Town Creek,Lawrence
2017,LAWRENCE,AL,1079,98.8,35650,Moulton,Lawrence
2017,LAWRENCE,AL,1079,98.8,35651,Mount Hope,Lawrence
2017,LAWRENCE,AL,1079,98.8,35618,Courtland,Lawrence
2017,LEE,AL,1081,58.5,36877,Smiths Station,Lee
2017,LEE,AL,1081,58.5,36830,Auburn,Lee
2017,LEE,AL,1081,58.5,36870,Phenix City,Lee
2017,LEE,AL,1081,58.5,36832,Auburn,Lee
2017,LEE,AL,1081,58.5,36879,Waverly,Lee
2017,LEE,AL,1081,58.5,36874,Salem,Lee
2017,LEE,AL,1081,58.5,36804,Opelika,Lee
2017,LEE,AL,1081,58.5,36801,Opelika,Lee
2017,LEE,AL,1081,58.5,36852,Cusseta,Lee
2017,LEE,AL,1081,58.5,36865,Loachapoka,Lee
2017,LEE,AL,1081,58.5,36849,Auburn University,Lee
2017,LIMESTONE,AL,1083,68.3,35613,Athens,Limestone
2017,LIMESTONE,AL,1083,68.3,35649,Mooresville,Limestone
2017,LIMESTONE,AL,1083,68.3,35615,Belle Mina,Limestone
2017,LIMESTONE,AL,1083,68.3,35620,Elkmont,Limestone
2017,LIMESTONE,AL,1083,68.3,35739,Ardmore,Limestone
2017,LIMESTONE,AL,1083,68.3,35756,Madison,Limestone
2017,LIMESTONE,AL,1083,68.3,35614,Athens,Limestone
2017,LIMESTONE,AL,1083,68.3,35671,Tanner,Limestone
2017,LIMESTONE,AL,1083,68.3,35647,Lester,Limestone
2017,LIMESTONE,AL,1083,68.3,35611,Athens,Limestone
2017,LOWNDES,AL,1085,0.4,36040,Hayneville,Lowndes
2017,LOWNDES,AL,1085,0.4,36032,Fort Deposit,Lowndes
2017,LOWNDES,AL,1085,0.4,36752,Lowndesboro,Lowndes
2017,LOWNDES,AL,1085,0.4,36047,Letohatchee,Lowndes
2017,LOWNDES,AL,1085,0.4,36785,Tyler,Lowndes
2017,MACON,AL,1087,44.6,36039,Hardaway,Macon
2017,MACON,AL,1087,44.6,36866,Notasulga,Macon
2017,MACON,AL,1087,44.6,36083,Tuskegee,Macon
2017,MACON,AL,1087,44.6,36075,Shorter,Macon
2017,MACON,AL,1087,44.6,36088,Tuskegee Institute,Macon
2017,MACON,AL,1087,44.6,36031,Fort Davis,Macon
2017,MADISON,AL,1089,100.5,35808,Huntsville,Madison
2017,MADISON,AL,1089,100.5,35750,Hazel Green,Madison
2017,MADISON,AL,1089,100.5,35763,Owens Cross Roads,Madison
2017,MADISON,AL,1089,100.5,35801,Huntsville,Madison
2017,MADISON,AL,1089,100.5,35805,Huntsville,Madison
2017,MADISON,AL,1089,100.5,35824,Huntsville,Madison
2017,MADISON,AL,1089,100.5,35803,Huntsville,Madison
2017,MADISON,AL,1089,100.5,35749,Harvest,Madison
2017,MADISON,AL,1089,100.5,35748,Gurley,Madison
2017,MADISON,AL,1089,100.5,35773,Toney,Madison
2017,MADISON,AL,1089,100.5,35760,New Hope,Madison
2017,MADISON,AL,1089,100.5,35758,Madison,Madison
2017,MADISON,AL,1089,100.5,35816,Huntsville,Madison
2017,MADISON,AL,1089,100.5,35811,Huntsville,Madison
2017,MADISON,AL,1089,100.5,35806,Huntsville,Madison
2017,MADISON,AL,1089,100.5,35741,Brownsboro,Madison
2017,MADISON,AL,1089,100.5,35757,Madison,Madison
2017,MADISON,AL,1089,100.5,35802,Huntsville,Madison
2017,MADISON,AL,1089,100.5,35810,Huntsville,Madison
2017,MADISON,AL,1089,100.5,35759,Meridianville,Madison
2017,MADISON,AL,1089,100.5,35761,New Market,Madison
2017,MADISON,AL,1089,100.5,35896,Huntsville,Madison
2017,MARENGO,AL,1091,127.2,36763,Myrtlewood,Marengo
2017,MARENGO,AL,1091,127.2,36782,Sweet Water,Marengo
2017,MARENGO,AL,1091,127.2,36783,Thomaston,Marengo
2017,MARENGO,AL,1091,127.2,36742,Gallion,Marengo
2017,MARENGO,AL,1091,127.2,36754,Magnolia,Marengo
2017,MARENGO,AL,1091,127.2,36736,Dixons Mills,Marengo
2017,MARENGO,AL,1091,127.2,36748,Linden,Marengo
2017,MARENGO,AL,1091,127.2,36732,Demopolis,Marengo
2017,MARENGO,AL,1091,127.2,36738,Faunsdale,Marengo
2017,MARION,AL,1093,162.1,35554,Eldridge,Marion
2017,MARION,AL,1093,162.1,35594,Winfield,Marion
2017,MARION,AL,1093,162.1,35570,Hamilton,Marion
2017,MARION,AL,1093,162.1,35543,Bear Creek,Marion
2017,MARION,AL,1093,162.1,35563,Guin,Marion
2017,MARION,AL,1093,162.1,35564,Hackleburg,Marion
2017,MARION,AL,1093,162.1,35548,Brilliant,Marion
