Total Pop,Total Male Pop,Male 18-24 <9th,Male 18-24 no diploma,Male 18-24 HS grad or equiv,"Male 18-24 Some college, no degree",Male 18-24 Associates,Male 18-24 Bachelors,Male 18-24 Grad or Professional,Total Female Pop,Female 18-24 <9th,Female 18-24 no diploma,Female 18-24 HS grad or equiv,"Female 18-24 Some college, no degree",Female 18-24 Associates,Female 18-24 Bachelors,Female 18-24 Grad or Professional,25+ no schooling,25+ nursery school,25+ Kindergarten,25+ 1st grade,25+ 2nd grade,25+ 3rd grade,25+ 4th grade,25+ 5th grade,25+ 6th grade,25+ 7th grade,25+ 8th grade,25+ 9th grade,25+ 10th grade,25+ 11th grade,25+ 12th grade no diploma,25+ high school diploma,25+ GED or equivalent,25+ some college <1 yr,25+ some college >1 yr no degree,25+ Associates Degree,25+ Bachelors Degree,25+ Masters Degree,25+ Professional Degree,25+ PhD,County Name,County Code,state
9292.0,6603.0,16.0,36.0,173.0,117.0,47.0,2.0,0.0,366.0,20.0,38.0,116.0,100.0,39.0,53.0,0.0,28.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,19.0,146.0,151.0,162.0,140.0,74.0,1682.0,238.0,277.0,1140.0,685.0,859.0,203.0,12.0,23.0,"Rosebud County, Montana",087,30
3568.0,2817.0,0.0,4.0,87.0,22.0,15.0,4.0,0.0,104.0,0.0,6.0,62.0,29.0,3.0,4.0,0.0,19.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,50.0,23.0,43.0,31.0,29.0,776.0,60.0,242.0,483.0,271.0,415.0,115.0,8.0,0.0,"Sheridan County, Montana",091,30
1320.0,1065.0,0.0,16.0,7.0,20.0,13.0,0.0,0.0,36.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,7.0,21.0,19.0,17.0,330.0,31.0,70.0,193.0,101.0,136.0,18.0,2.0,6.0,"Carter County, Montana",011,30
9324.0,7235.0,0.0,29.0,214.0,106.0,43.0,37.0,0.0,350.0,0.0,24.0,97.0,22.0,128.0,78.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,78.0,108.0,106.0,109.0,59.0,1982.0,342.0,426.0,1105.0,845.0,941.0,233.0,101.0,3.0,"Dawson County, Montana",021,30
13290.0,8829.0,10.0,130.0,271.0,164.0,30.0,5.0,0.0,647.0,3.0,125.0,211.0,285.0,15.0,8.0,0.0,22.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,26.0,4.0,153.0,105.0,209.0,289.0,66.0,2354.0,310.0,382.0,1382.0,913.0,888.0,321.0,37.0,84.0,"Big Horn County, Montana",003,30
5755.0,4604.0,6.0,48.0,99.0,15.0,13.0,0.0,0.0,213.0,4.0,122.0,36.0,33.0,0.0,18.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,4.0,33.0,84.0,45.0,1366.0,198.0,261.0,683.0,268.0,866.0,293.0,18.0,26.0,"Broadwater County, Montana",007,30
29518.0,22321.0,12.0,278.0,433.0,385.0,24.0,18.0,0.0,1050.0,0.0,229.0,451.0,243.0,30.0,85.0,12.0,115.0,0.0,1.0,2.0,0.0,15.0,0.0,0.0,34.0,27.0,314.0,197.0,371.0,555.0,204.0,4794.0,1088.0,1387.0,3957.0,1829.0,3318.0,1335.0,367.0,211.0,"Lake County, Montana",047,30
66290.0,51939.0,57.0,389.0,712.0,1474.0,81.0,38.0,11.0,2692.0,45.0,217.0,813.0,1365.0,56.0,180.0,16.0,139.0,0.0,13.0,19.0,51.0,0.0,25.0,0.0,0.0,157.0,247.0,153.0,438.0,511.0,461.0,9548.0,1965.0,3527.0,7932.0,3856.0,11201.0,4662.0,1036.0,544.0,"Lewis and Clark County, Montana",049,30
6081.0,4557.0,5.0,30.0,45.0,124.0,14.0,0.0,0.0,226.0,10.0,49.0,27.0,72.0,12.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,168.0,52.0,68.0,67.0,39.0,1261.0,155.0,222.0,770.0,394.0,680.0,149.0,48.0,31.0,"Pondera County, Montana",073,30
156332.0,119414.0,117.0,955.0,2876.0,2009.0,311.0,371.0,13.0,6331.0,33.0,710.0,2247.0,2541.0,251.0,467.0,82.0,628.0,0.0,9.0,2.0,0.0,30.0,7.0,46.0,193.0,143.0,966.0,894.0,1374.0,1914.0,1299.0,27343.0,5017.0,7504.0,17980.0,8925.0,22324.0,6869.0,1984.0,980.0,"Yellowstone County, Montana",111,30
114231.0,92184.0,32.0,707.0,2934.0,3578.0,310.0,691.0,9.0,8393.0,18.0,689.0,1966.0,4487.0,357.0,856.0,20.0,327.0,0.0,27.0,9.0,0.0,33.0,5.0,0.0,11.0,92.0,353.0,291.0,825.0,906.0,854.0,13401.0,2726.0,4666.0,13152.0,5698.0,19658.0,8028.0,2489.0,1979.0,"Missoula County, Montana",063,30
41387.0,33105.0,18.0,510.0,627.0,248.0,32.0,51.0,0.0,1220.0,44.0,272.0,230.0,558.0,34.0,82.0,0.0,219.0,0.0,0.0,0.0,0.0,12.0,2.0,35.0,64.0,44.0,340.0,310.0,411.0,740.0,572.0,8066.0,1527.0,2274.0,4984.0,2757.0,5102.0,2239.0,295.0,406.0,"Ravalli County, Montana",081,30
7561.0,5892.0,0.0,26.0,152.0,12.0,26.0,5.0,0.0,346.0,2.0,14.0,73.0,135.0,0.0,59.0,63.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,81.0,61.0,24.0,79.0,48.0,1838.0,225.0,390.0,873.0,565.0,833.0,227.0,37.0,24.0,"Valley County, Montana",105,30
81816.0,63419.0,90.0,417.0,1751.0,1797.0,178.0,217.0,0.0,3638.0,53.0,427.0,1189.0,1260.0,320.0,379.0,10.0,332.0,13.0,32.0,12.0,0.0,0.0,2.0,14.0,116.0,64.0,699.0,389.0,807.0,1105.0,892.0,14652.0,2583.0,4014.0,9218.0,5273.0,10120.0,3849.0,886.0,259.0,"Cascade County, Montana",013,30
11327.0,9005.0,20.0,60.0,204.0,90.0,10.0,0.0,0.0,320.0,0.0,39.0,122.0,159.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,64.0,1.0,12.0,74.0,45.0,57.0,144.0,106.0,2257.0,470.0,564.0,1337.0,715.0,1832.0,479.0,69.0,67.0,"Fergus County, Montana",027,30
1086.0,861.0,7.0,0.0,22.0,21.0,7.0,0.0,0.0,50.0,0.0,3.0,14.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,8.0,2.0,284.0,27.0,42.0,152.0,72.0,106.0,24.0,2.0,0.0,"Garfield County, Montana",033,30
4194.0,3424.0,2.0,21.0,156.0,14.0,0.0,0.0,0.0,142.0,0.0,0.0,126.0,13.0,0.0,0.0,3.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,27.0,51.0,17.0,61.0,132.0,71.0,996.0,196.0,194.0,475.0,339.0,295.0,114.0,24.0,37.0,"Mineral County, Montana",061,30
453.0,377.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,164.0,12.0,22.0,34.0,36.0,68.0,17.0,4.0,4.0,"Petroleum County, Montana",069,30
6852.0,5866.0,15.0,96.0,209.0,70.0,15.0,16.0,0.0,155.0,26.0,34.0,53.0,38.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,5.0,16.0,81.0,117.0,116.0,179.0,50.0,1323.0,706.0,317.0,1027.0,372.0,582.0,305.0,34.0,41.0,"Powell County, Montana",077,30
11414.0,9340.0,28.0,80.0,190.0,51.0,12.0,0.0,0.0,292.0,20.0,84.0,117.0,58.0,6.0,7.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,226.0,185.0,181.0,166.0,110.0,3206.0,463.0,494.0,1401.0,670.0,1137.0,254.0,77.0,38.0,"Sanders County, Montana",089,30
1121.0,872.0,0.0,5.0,9.0,2.0,13.0,0.0,0.0,32.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,56.0,25.0,18.0,16.0,7.0,225.0,23.0,35.0,143.0,73.0,159.0,20.0,3.0,2.0,"Wibaux County, Montana",109,30
100733.0,80184.0,48.0,361.0,2171.0,5212.0,302.0,834.0,12.0,7426.0,61.0,279.0,1500.0,4199.0,195.0,1166.0,26.0,125.0,0.0,0.0,22.0,0.0,0.0,0.0,11.0,161.0,50.0,257.0,193.0,362.0,402.0,432.0,10440.0,1616.0,3196.0,11350.0,4045.0,20309.0,7298.0,1557.0,1992.0,"Gallatin County, Montana",031,30
2000.0,1479.0,0.0,1.0,21.0,2.0,0.0,0.0,0.0,65.0,0.0,15.0,13.0,31.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,11.0,27.0,49.0,3.0,515.0,70.0,57.0,246.0,121.0,212.0,45.0,16.0,0.0,"Meagher County, Montana",059,30
10466.0,8555.0,0.0,86.0,132.0,34.0,30.0,10.0,0.0,277.0,0.0,70.0,102.0,52.0,26.0,27.0,0.0,48.0,0.0,0.0,29.0,0.0,0.0,9.0,0.0,19.0,1.0,47.0,89.0,117.0,76.0,56.0,1907.0,322.0,538.0,1591.0,650.0,1680.0,565.0,139.0,103.0,"Carbon County, Montana",009,30
9360.0,7692.0,3.0,20.0,203.0,398.0,22.0,0.0,0.0,668.0,7.0,88.0,109.0,371.0,57.0,36.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,50.0,121.0,35.0,67.0,44.0,1712.0,304.0,336.0,1205.0,377.0,1420.0,404.0,175.0,103.0,"Beaverhead County, Montana",001,30
96147.0,74633.0,97.0,524.0,1577.0,1082.0,78.0,203.0,0.0,3422.0,0.0,329.0,1713.0,1112.0,117.0,151.0,0.0,174.0,0.0,6.0,17.0,0.0,3.0,15.0,6.0,51.0,97.0,460.0,395.0,741.0,930.0,966.0,17121.0,2555.0,5507.0,11920.0,6995.0,13384.0,3963.0,1465.0,879.0,"Flathead County, Montana",029,30
4766.0,3752.0,0.0,28.0,79.0,26.0,0.0,0.0,0.0,173.0,0.0,10.0,117.0,37.0,0.0,4.0,5.0,50.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,58.0,38.0,53.0,61.0,50.0,1142.0,324.0,283.0,658.0,197.0,303.0,145.0,61.0,7.0,"Musselshell County, Montana",065,30
1913.0,1554.0,0.0,5.0,6.0,11.0,0.0,0.0,0.0,23.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,17.0,8.0,16.0,14.0,20.0,385.0,65.0,136.0,294.0,185.0,263.0,65.0,34.0,3.0,"Garden County, Nebraska",069,31
684.0,578.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,30.0,0.0,0.0,2.0,25.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,4.0,0.0,8.0,1.0,163.0,11.0,48.0,80.0,71.0,88.0,50.0,0.0,0.0,"Hooker County, Nebraska",091,31
4903.0,3728.0,0.0,79.0,24.0,51.0,15.0,0.0,0.0,159.0,5.0,37.0,17.0,81.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,17.0,7.0,3.0,10.0,46.0,11.0,63.0,80.0,74.0,87.0,24.0,992.0,113.0,222.0,588.0,401.0,476.0,143.0,21.0,3.0,"Morrill County, Nebraska",123,31
7041.0,5564.0,0.0,48.0,108.0,290.0,30.0,30.0,0.0,486.0,0.0,30.0,129.0,293.0,25.0,9.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,21.0,32.0,38.0,36.0,113.0,1423.0,105.0,327.0,641.0,517.0,897.0,313.0,25.0,43.0,"Nemaha County, Nebraska",127,31
17045.0,13032.0,0.0,53.0,279.0,772.0,44.0,74.0,0.0,986.0,0.0,35.0,240.0,615.0,26.0,70.0,0.0,84.0,0.0,0.0,10.0,11.0,10.0,7.0,0.0,11.0,29.0,158.0,126.0,69.0,142.0,99.0,2668.0,328.0,778.0,1465.0,1792.0,2031.0,629.0,194.0,183.0,"Seward County, Nebraska",159,31
643.0,511.0,0.0,13.0,0.0,10.0,0.0,7.0,0.0,22.0,0.0,7.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,18.0,0.0,0.0,114.0,6.0,20.0,97.0,61.0,112.0,15.0,6.0,0.0,"Thomas County, Nebraska",171,31
20529.0,14572.0,35.0,57.0,458.0,319.0,71.0,34.0,55.0,955.0,0.0,209.0,294.0,353.0,77.0,22.0,0.0,235.0,0.0,0.0,0.0,0.0,57.0,119.0,141.0,998.0,284.0,456.0,424.0,216.0,194.0,216.0,3902.0,503.0,727.0,1656.0,874.0,1048.0,445.0,52.0,41.0,"Dakota County, Nebraska",043,31
3597.0,2779.0,1.0,13.0,89.0,27.0,18.0,0.0,0.0,114.0,0.0,14.0,30.0,57.0,0.0,13.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,46.0,10.0,29.0,45.0,48.0,800.0,107.0,210.0,323.0,301.0,355.0,197.0,15.0,6.0,"Webster County, Nebraska",181,31
6406.0,4932.0,13.0,33.0,58.0,81.0,53.0,14.0,0.0,200.0,0.0,16.0,57.0,88.0,26.0,13.0,0.0,22.0,0.0,0.0,0.0,14.0,4.0,1.0,0.0,12.0,3.0,78.0,54.0,65.0,97.0,61.0,1321.0,142.0,440.0,695.0,636.0,614.0,186.0,18.0,17.0,"Antelope County, Nebraska",003,31
3803.0,2928.0,0.0,23.0,17.0,57.0,42.0,10.0,0.0,82.0,0.0,8.0,12.0,52.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,3.0,84.0,13.0,42.0,39.0,31.0,48.0,21.0,613.0,73.0,234.0,618.0,340.0,405.0,91.0,4.0,24.0,"Chase County, Nebraska",029,31
8105.0,6164.0,5.0,53.0,111.0,151.0,13.0,5.0,0.0,254.0,0.0,44.0,99.0,25.0,49.0,37.0,0.0,49.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,5.0,85.0,45.0,87.0,86.0,66.0,1895.0,263.0,507.0,738.0,686.0,793.0,200.0,30.0,17.0,"Butler County, Nebraska",023,31
6264.0,4752.0,0.0,15.0,100.0,87.0,41.0,5.0,0.0,206.0,1.0,29.0,77.0,74.0,4.0,21.0,0.0,10.0,0.0,14.0,2.0,0.0,13.0,11.0,0.0,44.0,12.0,86.0,52.0,62.0,67.0,52.0,1308.0,166.0,340.0,697.0,596.0,559.0,148.0,31.0,28.0,"Clay County, Nebraska",035,31
421.0,289.0,0.0,0.0,5.0,0.0,17.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,1.0,73.0,6.0,26.0,34.0,33.0,60.0,15.0,3.0,1.0,"Arthur County, Nebraska",005,31
10836.0,8315.0,18.0,103.0,128.0,95.0,35.0,29.0,0.0,358.0,0.0,79.0,158.0,80.0,35.0,6.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,61.0,4.0,86.0,35.0,86.0,109.0,123.0,2257.0,179.0,739.0,1365.0,806.0,1100.0,350.0,76.0,111.0,"Custer County, Nebraska",041,31
3019.0,2438.0,2.0,9.0,25.0,29.0,19.0,8.0,0.0,103.0,0.0,5.0,55.0,30.0,9.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,42.0,19.0,31.0,52.0,18.0,672.0,94.0,254.0,358.0,239.0,338.0,67.0,36.0,7.0,"Franklin County, Nebraska",061,31
21632.0,16841.0,0.0,104.0,408.0,132.0,79.0,69.0,0.0,690.0,0.0,122.0,152.0,271.0,86.0,59.0,0.0,367.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,95.0,32.0,238.0,101.0,153.0,305.0,252.0,4473.0,742.0,1306.0,2260.0,1898.0,2244.0,575.0,198.0,106.0,"Gage County, Nebraska",067,31
9149.0,6930.0,0.0,77.0,118.0,76.0,55.0,46.0,0.0,340.0,0.0,61.0,140.0,80.0,37.0,22.0,0.0,28.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,16.0,25.0,27.0,9.0,82.0,92.0,91.0,1793.0,175.0,643.0,947.0,669.0,1120.0,397.0,66.0,13.0,"Hamilton County, Nebraska",081,31
537.0,433.0,0.0,0.0,4.0,3.0,8.0,0.0,0.0,17.0,0.0,0.0,4.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,158.0,2.0,45.0,65.0,32.0,68.0,20.0,4.0,0.0,"Loup County, Nebraska",115,31
7276.0,5711.0,1.0,59.0,82.0,58.0,8.0,27.0,0.0,244.0,0.0,20.0,90.0,100.0,6.0,28.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,103.0,60.0,74.0,82.0,95.0,1879.0,276.0,454.0,747.0,601.0,571.0,152.0,28.0,19.0,"Jefferson County, Nebraska",095,31
6547.0,4930.0,1.0,28.0,95.0,63.0,24.0,17.0,0.0,217.0,14.0,3.0,139.0,46.0,0.0,15.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,42.0,36.0,58.0,56.0,1293.0,253.0,419.0,716.0,533.0,760.0,189.0,41.0,12.0,"Kearney County, Nebraska",099,31
8129.0,6501.0,6.0,51.0,98.0,77.0,10.0,12.0,0.0,240.0,0.0,6.0,96.0,82.0,31.0,25.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,38.0,73.0,25.0,133.0,140.0,1814.0,220.0,466.0,966.0,711.0,950.0,207.0,70.0,97.0,"Keith County, Nebraska",101,31
35062.0,26350.0,17.0,181.0,510.0,743.0,207.0,92.0,0.0,1697.0,10.0,99.0,416.0,754.0,225.0,193.0,0.0,270.0,0.0,8.0,6.0,19.0,68.0,157.0,54.0,221.0,100.0,391.0,372.0,301.0,367.0,287.0,6143.0,773.0,1786.0,3392.0,3519.0,3250.0,969.0,339.0,111.0,"Madison County, Nebraska",119,31
2904.0,2214.0,21.0,4.0,52.0,9.0,9.0,0.0,0.0,34.0,3.0,2.0,5.0,7.0,17.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,3.0,73.0,13.0,43.0,53.0,22.0,485.0,101.0,134.0,501.0,159.0,340.0,85.0,44.0,9.0,"Perkins County, Nebraska",135,31
9163.0,6941.0,3.0,60.0,82.0,105.0,82.0,22.0,0.0,313.0,0.0,59.0,86.0,151.0,11.0,6.0,0.0,35.0,0.0,0.0,0.0,0.0,23.0,0.0,5.0,27.0,7.0,9.0,43.0,64.0,161.0,39.0,1771.0,236.0,499.0,984.0,739.0,1185.0,307.0,55.0,85.0,"Phelps County, Nebraska",137,31
20953.0,15712.0,0.0,134.0,307.0,204.0,90.0,64.0,0.0,714.0,0.0,48.0,209.0,338.0,5.0,111.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,10.0,12.0,153.0,162.0,178.0,331.0,103.0,3936.0,383.0,1431.0,2018.0,1689.0,2583.0,941.0,105.0,127.0,"Saunders County, Nebraska",155,31
36509.0,27430.0,59.0,298.0,556.0,594.0,73.0,20.0,0.0,1481.0,0.0,164.0,466.0,622.0,103.0,120.0,6.0,254.0,10.0,16.0,14.0,31.0,71.0,41.0,74.0,369.0,64.0,480.0,355.0,525.0,539.0,277.0,5909.0,1050.0,2054.0,4197.0,2650.0,3663.0,1219.0,265.0,222.0,"Scotts Bluff County, Nebraska",157,31
9409.0,7573.0,13.0,25.0,168.0,809.0,114.0,13.0,0.0,1050.0,5.0,14.0,221.0,704.0,106.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,51.0,46.0,8.0,43.0,86.0,1206.0,190.0,237.0,985.0,757.0,1249.0,338.0,86.0,69.0,"Wayne County, Nebraska",179,31
720.0,575.0,0.0,0.0,5.0,7.0,4.0,11.0,0.0,15.0,0.0,1.0,3.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,7.0,4.0,2.0,181.0,10.0,38.0,87.0,69.0,71.0,22.0,13.0,4.0,"Keya Paha County, Nebraska",103,31
3688.0,2837.0,2.0,48.0,61.0,41.0,0.0,0.0,0.0,73.0,11.0,20.0,27.0,13.0,0.0,2.0,0.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,32.0,29.0,48.0,58.0,59.0,767.0,172.0,237.0,434.0,277.0,316.0,120.0,15.0,5.0,"Kimball County, Nebraska",105,31
8496.0,6446.0,0.0,33.0,89.0,76.0,75.0,10.0,8.0,256.0,0.0,42.0,53.0,106.0,34.0,20.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,142.0,46.0,86.0,91.0,72.0,1854.0,177.0,483.0,892.0,767.0,886.0,251.0,67.0,25.0,"Knox County, Nebraska",107,31
35569.0,27021.0,7.0,215.0,650.0,398.0,73.0,44.0,0.0,1218.0,84.0,133.0,334.0,430.0,161.0,71.0,5.0,148.0,21.0,0.0,7.0,5.0,15.0,12.0,35.0,73.0,93.0,199.0,205.0,404.0,285.0,182.0,6149.0,904.0,2490.0,4511.0,3260.0,3630.0,1378.0,196.0,214.0,"Lincoln County, Nebraska",111,31
7829.0,6064.0,12.0,11.0,89.0,163.0,35.0,0.0,0.0,278.0,0.0,25.0,89.0,139.0,6.0,19.0,0.0,40.0,0.0,0.0,14.0,11.0,4.0,4.0,2.0,0.0,40.0,23.0,50.0,86.0,51.0,56.0,1698.0,188.0,601.0,1049.0,596.0,775.0,133.0,33.0,22.0,"Merrick County, Nebraska",121,31
7175.0,5394.0,0.0,40.0,101.0,104.0,29.0,2.0,0.0,256.0,0.0,25.0,45.0,114.0,55.0,17.0,0.0,37.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,11.0,0.0,114.0,22.0,41.0,27.0,17.0,1648.0,106.0,292.0,581.0,862.0,800.0,240.0,31.0,23.0,"Pierce County, Nebraska",139,31
1256.0,1005.0,0.0,6.0,5.0,15.0,7.0,3.0,0.0,60.0,0.0,0.0,13.0,16.0,18.0,13.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,7.0,5.0,12.0,280.0,14.0,76.0,135.0,95.0,204.0,35.0,3.0,0.0,"Sioux County, Nebraska",165,31
6546.0,5082.0,8.0,44.0,100.0,35.0,27.0,0.0,0.0,195.0,4.0,32.0,76.0,60.0,2.0,21.0,0.0,37.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,4.0,7.0,73.0,32.0,61.0,114.0,94.0,1460.0,273.0,407.0,645.0,569.0,660.0,176.0,47.0,9.0,"Burt County, Nebraska",021,31
25513.0,19267.0,0.0,140.0,547.0,229.0,75.0,47.0,0.0,840.0,1.0,114.0,220.0,363.0,79.0,51.0,12.0,72.0,0.0,0.0,1.0,0.0,2.0,0.0,20.0,26.0,9.0,35.0,126.0,157.0,198.0,188.0,4677.0,746.0,1318.0,2939.0,2218.0,3177.0,1177.0,166.0,137.0,"Cass County, Nebraska",025,31
9039.0,6824.0,0.0,78.0,155.0,109.0,43.0,4.0,0.0,324.0,0.0,38.0,118.0,96.0,40.0,32.0,0.0,85.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,126.0,46.0,157.0,87.0,101.0,89.0,87.0,1964.0,202.0,372.0,746.0,740.0,958.0,233.0,80.0,26.0,"Cuming County, Nebraska",039,31
5765.0,4313.0,3.0,25.0,50.0,110.0,25.0,9.0,0.0,206.0,15.0,10.0,80.0,78.0,15.0,8.0,0.0,43.0,0.0,14.0,0.0,0.0,4.0,10.0,10.0,28.0,9.0,38.0,66.0,120.0,60.0,47.0,1317.0,146.0,300.0,553.0,388.0,503.0,197.0,12.0,20.0,"Dixon County, Nebraska",051,31
2017.0,1521.0,0.0,34.0,18.0,7.0,0.0,0.0,0.0,99.0,0.0,14.0,10.0,36.0,2.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,33.0,15.0,20.0,27.0,82.0,312.0,35.0,90.0,282.0,161.0,209.0,67.0,12.0,0.0,"Dundy County, Nebraska",057,31
682.0,526.0,0.0,3.0,1.0,21.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,2.0,162.0,20.0,26.0,95.0,55.0,89.0,21.0,1.0,0.0,"Grant County, Nebraska",075,31
2436.0,1852.0,4.0,21.0,1.0,17.0,16.0,17.0,0.0,79.0,2.0,24.0,17.0,24.0,3.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,45.0,6.0,26.0,8.0,18.0,587.0,29.0,162.0,293.0,215.0,205.0,67.0,11.0,11.0,"Greeley County, Nebraska",077,31
61233.0,44601.0,97.0,336.0,1296.0,950.0,69.0,124.0,0.0,2568.0,72.0,331.0,1024.0,831.0,94.0,216.0,0.0,732.0,11.0,0.0,67.0,72.0,188.0,136.0,169.0,594.0,232.0,855.0,988.0,746.0,892.0,619.0,10686.0,1517.0,3405.0,5999.0,3502.0,5391.0,1668.0,477.0,215.0,"Hall County, Nebraska",079,31
957.0,764.0,0.0,5.0,8.0,22.0,0.0,0.0,0.0,31.0,0.0,10.0,9.0,9.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,16.0,10.0,12.0,10.0,19.0,149.0,22.0,78.0,145.0,103.0,101.0,17.0,2.0,0.0,"Hayes County, Nebraska",085,31
15875.0,12076.0,15.0,145.0,239.0,143.0,77.0,20.0,0.0,618.0,0.0,39.0,301.0,172.0,19.0,87.0,0.0,64.0,0.0,0.0,0.0,0.0,55.0,0.0,46.0,8.0,45.0,120.0,128.0,181.0,175.0,130.0,3647.0,489.0,721.0,1491.0,1200.0,1691.0,489.0,83.0,56.0,"Otoe County, Nebraska",131,31
10870.0,8369.0,0.0,80.0,168.0,199.0,33.0,44.0,0.0,493.0,0.0,22.0,159.0,200.0,76.0,36.0,0.0,8.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,3.0,14.0,87.0,27.0,85.0,92.0,109.0,2183.0,309.0,739.0,1376.0,934.0,928.0,248.0,148.0,53.0,"Red Willow County, Nebraska",145,31
8561.0,6413.0,21.0,27.0,93.0,122.0,50.0,15.0,2.0,298.0,0.0,37.0,80.0,113.0,21.0,47.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,17.0,2.0,113.0,19.0,61.0,82.0,64.0,2055.0,114.0,435.0,833.0,900.0,769.0,242.0,33.0,23.0,"Cedar County, Nebraska",027,31
