Total Pop,Total Male Pop,Male 18-24 <9th,Male 18-24 no diploma,Male 18-24 HS grad or equiv,"Male 18-24 Some college, no degree",Male 18-24 Associates,Male 18-24 Bachelors,Male 18-24 Grad or Professional,Total Female Pop,Female 18-24 <9th,Female 18-24 no diploma,Female 18-24 HS grad or equiv,"Female 18-24 Some college, no degree",Female 18-24 Associates,Female 18-24 Bachelors,Female 18-24 Grad or Professional,25+ no schooling,25+ nursery school,25+ Kindergarten,25+ 1st grade,25+ 2nd grade,25+ 3rd grade,25+ 4th grade,25+ 5th grade,25+ 6th grade,25+ 7th grade,25+ 8th grade,25+ 9th grade,25+ 10th grade,25+ 11th grade,25+ 12th grade no diploma,25+ high school diploma,25+ GED or equivalent,25+ some college <1 yr,25+ some college >1 yr no degree,25+ Associates Degree,25+ Bachelors Degree,25+ Masters Degree,25+ Professional Degree,25+ PhD,County Name,County Code,state
11008.0,8557.0,4.0,93.0,240.0,170.0,0.0,0.0,0.0,339.0,6.0,63.0,143.0,103.0,16.0,8.0,0.0,87.0,0.0,0.0,12.0,3.0,4.0,17.0,35.0,132.0,101.0,116.0,265.0,243.0,345.0,165.0,2496.0,652.0,304.0,1393.0,325.0,727.0,197.0,55.0,37.0,"Chicot County, Arkansas",017,05
33480.0,26460.0,20.0,304.0,548.0,432.0,187.0,39.0,0.0,1173.0,14.0,152.0,470.0,360.0,56.0,107.0,14.0,219.0,0.0,0.0,8.0,0.0,35.0,5.0,53.0,149.0,198.0,387.0,496.0,800.0,764.0,313.0,7474.0,2362.0,1951.0,3398.0,1863.0,2077.0,1031.0,98.0,76.0,"Hot Spring County, Arkansas",059,05
26155.0,19748.0,80.0,286.0,536.0,345.0,27.0,43.0,0.0,1298.0,28.0,42.0,610.0,482.0,23.0,113.0,0.0,195.0,0.0,0.0,0.0,28.0,162.0,82.0,37.0,186.0,146.0,430.0,925.0,473.0,627.0,215.0,5675.0,1748.0,999.0,1853.0,655.0,1714.0,818.0,52.0,113.0,"Johnson County, Arkansas",071,05
9614.0,7763.0,9.0,89.0,197.0,198.0,20.0,0.0,0.0,357.0,3.0,36.0,95.0,212.0,11.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,17.0,8.0,56.0,48.0,109.0,296.0,285.0,383.0,625.0,141.0,2107.0,602.0,393.0,819.0,327.0,395.0,167.0,15.0,2.0,"Lee County, Arkansas",077,05
15907.0,12160.0,0.0,147.0,341.0,129.0,20.0,18.0,0.0,591.0,0.0,69.0,224.0,293.0,5.0,0.0,0.0,124.0,8.0,0.0,0.0,43.0,32.0,8.0,41.0,186.0,154.0,435.0,310.0,283.0,473.0,125.0,4088.0,917.0,603.0,1264.0,559.0,793.0,287.0,80.0,101.0,"Madison County, Arkansas",087,05
12094.0,8982.0,11.0,117.0,248.0,48.0,53.0,7.0,0.0,517.0,26.0,118.0,174.0,172.0,3.0,24.0,0.0,112.0,0.0,12.0,0.0,2.0,8.0,4.0,70.0,123.0,103.0,141.0,283.0,250.0,486.0,212.0,2821.0,455.0,575.0,924.0,392.0,722.0,241.0,30.0,15.0,"Desha County, Arkansas",041,05
12092.0,9637.0,26.0,80.0,175.0,130.0,19.0,0.0,0.0,379.0,0.0,29.0,87.0,230.0,25.0,8.0,0.0,98.0,0.0,2.0,2.0,0.0,33.0,1.0,32.0,35.0,24.0,236.0,297.0,172.0,275.0,164.0,2997.0,481.0,1030.0,1371.0,506.0,687.0,359.0,17.0,9.0,"Fulton County, Arkansas",049,05
13472.0,9977.0,100.0,111.0,69.0,140.0,25.0,2.0,0.0,592.0,46.0,126.0,132.0,254.0,11.0,23.0,0.0,95.0,0.0,0.0,0.0,0.0,26.0,29.0,48.0,225.0,128.0,167.0,193.0,220.0,291.0,246.0,2753.0,373.0,478.0,1676.0,623.0,1023.0,293.0,51.0,0.0,"Howard County, Arkansas",061,05
97994.0,77950.0,69.0,686.0,1608.0,1131.0,134.0,72.0,16.0,3610.0,133.0,505.0,1008.0,1495.0,202.0,243.0,24.0,510.0,0.0,0.0,11.0,0.0,91.0,70.0,61.0,346.0,390.0,1020.0,1290.0,1342.0,2152.0,1048.0,17552.0,4246.0,6142.0,14550.0,5578.0,9096.0,3656.0,855.0,618.0,"Garland County, Arkansas",051,05
43534.0,31923.0,3.0,362.0,1169.0,322.0,81.0,101.0,0.0,1982.0,3.0,328.0,711.0,741.0,149.0,35.0,15.0,409.0,0.0,0.0,32.0,58.0,63.0,134.0,95.0,222.0,282.0,468.0,898.0,779.0,1071.0,418.0,8667.0,2269.0,2464.0,4125.0,2054.0,2227.0,767.0,173.0,228.0,"Mississippi County, Arkansas",093,05
63372.0,49019.0,61.0,183.0,1247.0,2565.0,86.0,324.0,0.0,4589.0,9.0,243.0,968.0,2726.0,227.0,416.0,0.0,513.0,0.0,0.0,0.0,69.0,69.0,166.0,103.0,490.0,273.0,507.0,1068.0,1505.0,992.0,638.0,11000.0,2635.0,3021.0,5947.0,2091.0,5826.0,2168.0,525.0,358.0,"Pope County, Arkansas",115,05
8309.0,6603.0,0.0,91.0,83.0,108.0,0.0,14.0,0.0,298.0,0.0,19.0,139.0,90.0,38.0,10.0,2.0,56.0,14.0,0.0,0.0,0.0,11.0,0.0,15.0,71.0,13.0,91.0,212.0,176.0,218.0,154.0,2038.0,508.0,294.0,848.0,459.0,602.0,165.0,57.0,7.0,"Prairie County, Arkansas",117,05
40022.0,30433.0,33.0,330.0,492.0,661.0,51.0,53.0,0.0,1549.0,21.0,307.0,359.0,709.0,74.0,79.0,0.0,421.0,26.0,0.0,0.0,0.0,51.0,78.0,40.0,95.0,162.0,436.0,637.0,506.0,1254.0,696.0,8420.0,1471.0,1543.0,4046.0,1896.0,3928.0,1123.0,315.0,120.0,"Union County, Arkansas",139,05
6763.0,5313.0,0.0,15.0,102.0,138.0,4.0,12.0,0.0,215.0,4.0,95.0,48.0,27.0,22.0,19.0,0.0,44.0,0.0,0.0,0.0,19.0,3.0,9.0,15.0,37.0,106.0,252.0,142.0,285.0,130.0,64.0,1738.0,302.0,343.0,525.0,263.0,436.0,106.0,8.0,0.0,"Woodruff County, Arkansas",147,05
25361.0,20475.0,22.0,183.0,455.0,178.0,30.0,38.0,0.0,767.0,0.0,118.0,391.0,157.0,50.0,51.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,6.0,102.0,117.0,83.0,601.0,407.0,375.0,586.0,453.0,6042.0,1330.0,1465.0,2819.0,1226.0,1800.0,746.0,258.0,178.0,"Cleburne County, Arkansas",023,05
8332.0,6427.0,17.0,101.0,107.0,92.0,6.0,17.0,6.0,346.0,0.0,78.0,87.0,151.0,30.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,16.0,16.0,1.0,46.0,47.0,72.0,100.0,162.0,145.0,92.0,2221.0,363.0,303.0,786.0,356.0,641.0,257.0,65.0,12.0,"Cleveland County, Arkansas",025,05
17429.0,13903.0,14.0,189.0,298.0,236.0,8.0,56.0,0.0,648.0,0.0,71.0,301.0,160.0,92.0,24.0,0.0,189.0,0.0,12.0,0.0,2.0,17.0,51.0,39.0,165.0,199.0,447.0,366.0,468.0,607.0,249.0,3749.0,1628.0,811.0,1652.0,653.0,755.0,361.0,0.0,34.0,"Jackson County, Arkansas",067,05
22154.0,16381.0,0.0,209.0,424.0,255.0,43.0,8.0,0.0,1001.0,0.0,205.0,336.0,212.0,153.0,95.0,0.0,272.0,0.0,41.0,0.0,19.0,32.0,47.0,2.0,426.0,98.0,129.0,378.0,652.0,498.0,279.0,4980.0,656.0,866.0,2073.0,1106.0,1228.0,543.0,51.0,65.0,"Hempstead County, Arkansas",057,05
17041.0,13409.0,19.0,190.0,164.0,176.0,18.0,0.0,0.0,525.0,19.0,107.0,163.0,181.0,38.0,17.0,0.0,146.0,0.0,0.0,0.0,11.0,25.0,19.0,40.0,83.0,56.0,272.0,205.0,542.0,354.0,368.0,4112.0,1077.0,890.0,1778.0,1048.0,762.0,404.0,85.0,40.0,"Sharp County, Arkansas",135,05
12443.0,9946.0,0.0,82.0,150.0,179.0,3.0,27.0,2.0,376.0,0.0,48.0,81.0,148.0,84.0,15.0,0.0,300.0,0.0,0.0,0.0,0.0,18.0,18.0,15.0,56.0,126.0,421.0,171.0,406.0,505.0,86.0,2466.0,602.0,546.0,1415.0,757.0,698.0,328.0,193.0,0.0,"Stone County, Arkansas",137,05
223683.0,167884.0,95.0,1352.0,4414.0,8670.0,689.0,1754.0,88.0,16207.0,131.0,990.0,3810.0,8352.0,524.0,2324.0,76.0,1760.0,7.0,64.0,66.0,414.0,1023.0,486.0,581.0,2549.0,1250.0,1806.0,3320.0,2442.0,3336.0,2137.0,29301.0,6489.0,7389.0,20530.0,6703.0,25446.0,11114.0,3649.0,2753.0,"Washington County, Arkansas",143,05
44197.0,33446.0,16.0,259.0,1190.0,513.0,171.0,16.0,17.0,1840.0,0.0,235.0,461.0,685.0,203.0,237.0,19.0,380.0,0.0,0.0,0.0,13.0,56.0,20.0,69.0,277.0,111.0,348.0,560.0,879.0,842.0,384.0,9413.0,3078.0,2307.0,4400.0,1540.0,3204.0,1216.0,175.0,152.0,"Greene County, Arkansas",055,05
41093.0,33870.0,8.0,169.0,579.0,365.0,58.0,20.0,0.0,1081.0,0.0,283.0,301.0,347.0,123.0,27.0,0.0,162.0,0.0,0.0,0.0,0.0,9.0,31.0,21.0,231.0,233.0,523.0,412.0,770.0,907.0,707.0,8931.0,2173.0,2863.0,5200.0,2597.0,3914.0,1437.0,307.0,162.0,"Baxter County, Arkansas",005,05
20771.0,15952.0,5.0,233.0,381.0,322.0,38.0,26.0,0.0,781.0,0.0,48.0,235.0,410.0,59.0,17.0,12.0,242.0,7.0,0.0,12.0,0.0,95.0,35.0,11.0,79.0,136.0,161.0,295.0,381.0,711.0,244.0,5003.0,880.0,786.0,2485.0,704.0,1333.0,462.0,57.0,47.0,"Ashley County, Arkansas",003,05
104246.0,78359.0,56.0,399.0,1552.0,3056.0,317.0,647.0,19.0,5719.0,42.0,549.0,1171.0,2850.0,474.0,633.0,0.0,675.0,0.0,25.0,7.0,18.0,152.0,62.0,121.0,342.0,326.0,949.0,926.0,1495.0,1909.0,784.0,16734.0,5403.0,4533.0,9884.0,4580.0,11235.0,4398.0,1108.0,928.0,"Craighead County, Arkansas",031,05
7051.0,5656.0,25.0,37.0,151.0,68.0,31.0,0.0,0.0,256.0,0.0,27.0,139.0,65.0,25.0,0.0,0.0,77.0,0.0,0.0,0.0,2.0,11.0,0.0,25.0,32.0,10.0,83.0,69.0,247.0,312.0,115.0,1741.0,385.0,224.0,639.0,354.0,612.0,87.0,40.0,23.0,"Lafayette County, Arkansas",073,05
10320.0,7999.0,0.0,64.0,156.0,180.0,27.0,0.0,0.0,370.0,0.0,55.0,47.0,152.0,78.0,19.0,19.0,34.0,0.0,0.0,0.0,0.0,28.0,0.0,55.0,98.0,98.0,74.0,282.0,265.0,181.0,82.0,2350.0,552.0,558.0,1078.0,535.0,692.0,192.0,21.0,27.0,"Perry County, Arkansas",105,05
21601.0,16244.0,0.0,91.0,511.0,267.0,0.0,9.0,0.0,820.0,24.0,115.0,287.0,262.0,64.0,68.0,0.0,311.0,0.0,0.0,3.0,20.0,84.0,46.0,79.0,317.0,223.0,347.0,465.0,484.0,507.0,185.0,5339.0,885.0,1126.0,1741.0,397.0,1415.0,421.0,94.0,57.0,"Yell County, Arkansas",149,05
19518.0,14369.0,8.0,268.0,249.0,231.0,19.0,80.0,0.0,1032.0,4.0,291.0,159.0,446.0,85.0,47.0,0.0,300.0,6.0,0.0,41.0,0.0,68.0,26.0,114.0,127.0,180.0,331.0,464.0,539.0,590.0,232.0,3127.0,759.0,921.0,2118.0,1126.0,863.0,368.0,106.0,76.0,"Phillips County, Arkansas",107,05
24098.0,18359.0,9.0,250.0,464.0,240.0,54.0,0.0,0.0,1010.0,5.0,131.0,354.0,350.0,143.0,27.0,0.0,178.0,6.0,0.0,38.0,31.0,64.0,23.0,101.0,197.0,156.0,519.0,520.0,378.0,872.0,260.0,5597.0,1437.0,1172.0,2360.0,826.0,1160.0,326.0,43.0,68.0,"Poinsett County, Arkansas",111,05
17206.0,12211.0,3.0,173.0,332.0,217.0,49.0,17.0,0.0,780.0,33.0,105.0,165.0,350.0,124.0,3.0,0.0,299.0,0.0,0.0,7.0,129.0,136.0,19.0,38.0,470.0,217.0,300.0,332.0,390.0,572.0,96.0,2920.0,785.0,553.0,1647.0,597.0,699.0,366.0,28.0,40.0,"Sevier County, Arkansas",133,05
5194.0,4187.0,0.0,52.0,89.0,81.0,23.0,23.0,0.0,200.0,0.0,17.0,94.0,52.0,19.0,10.0,8.0,7.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,38.0,22.0,96.0,71.0,101.0,143.0,99.0,1555.0,219.0,198.0,409.0,292.0,302.0,115.0,10.0,30.0,"Calhoun County, Arkansas",013,05
22495.0,18182.0,0.0,65.0,338.0,1716.0,106.0,141.0,0.0,2630.0,0.0,104.0,434.0,1478.0,347.0,267.0,0.0,153.0,0.0,0.0,0.0,5.0,27.0,23.0,22.0,65.0,43.0,180.0,216.0,316.0,343.0,166.0,3558.0,627.0,760.0,2154.0,1050.0,2165.0,917.0,145.0,251.0,"Clark County, Arkansas",019,05
10994.0,8392.0,0.0,53.0,159.0,198.0,0.0,10.0,0.0,442.0,0.0,44.0,174.0,224.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,29.0,65.0,0.0,6.0,62.0,93.0,185.0,118.0,195.0,319.0,214.0,2819.0,360.0,313.0,1126.0,426.0,736.0,304.0,29.0,18.0,"Bradley County, Arkansas",011,05
16777.0,13048.0,7.0,113.0,232.0,399.0,48.0,12.0,0.0,851.0,0.0,86.0,279.0,424.0,51.0,11.0,0.0,182.0,0.0,0.0,3.0,20.0,54.0,29.0,21.0,129.0,132.0,231.0,228.0,349.0,287.0,158.0,3642.0,877.0,918.0,1595.0,770.0,1198.0,485.0,22.0,56.0,"Lawrence County, Arkansas",075,05
7420.0,5867.0,10.0,24.0,158.0,141.0,4.0,0.0,0.0,337.0,7.0,85.0,135.0,63.0,34.0,0.0,13.0,86.0,0.0,0.0,0.0,5.0,4.0,9.0,10.0,17.0,24.0,241.0,146.0,195.0,216.0,207.0,1947.0,273.0,275.0,836.0,218.0,379.0,88.0,17.0,0.0,"Monroe County, Arkansas",095,05
20212.0,15484.0,3.0,124.0,360.0,179.0,11.0,9.0,0.0,702.0,114.0,28.0,187.0,305.0,24.0,44.0,0.0,190.0,0.0,2.0,3.0,6.0,40.0,20.0,19.0,140.0,42.0,321.0,308.0,428.0,343.0,219.0,4300.0,1299.0,1237.0,2159.0,1252.0,1110.0,496.0,77.0,85.0,"Polk County, Arkansas",113,05
20954.0,16117.0,37.0,37.0,464.0,275.0,2.0,23.0,0.0,783.0,0.0,61.0,356.0,290.0,10.0,66.0,0.0,188.0,0.0,0.0,0.0,0.0,13.0,53.0,50.0,80.0,94.0,241.0,275.0,356.0,507.0,285.0,5278.0,1064.0,965.0,1794.0,956.0,1500.0,599.0,89.0,109.0,"Conway County, Arkansas",029,05
24378.0,18839.0,26.0,168.0,279.0,469.0,13.0,90.0,0.0,960.0,0.0,152.0,341.0,443.0,0.0,24.0,0.0,262.0,0.0,0.0,0.0,10.0,0.0,64.0,10.0,47.0,77.0,218.0,371.0,312.0,749.0,371.0,6278.0,807.0,1181.0,2315.0,1186.0,1549.0,849.0,106.0,72.0,"Ouachita County, Arkansas",103,05
7898.0,6324.0,2.0,2.0,29.0,215.0,0.0,0.0,0.0,281.0,0.0,0.0,118.0,163.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,19.0,19.0,11.0,17.0,90.0,134.0,245.0,177.0,260.0,70.0,2024.0,337.0,217.0,912.0,300.0,582.0,264.0,27.0,36.0,"Newton County, Arkansas",101,05
18352.0,14168.0,0.0,135.0,365.0,196.0,34.0,15.0,0.0,701.0,14.0,77.0,279.0,262.0,39.0,30.0,0.0,201.0,10.0,0.0,0.0,0.0,6.0,31.0,31.0,108.0,213.0,183.0,127.0,467.0,452.0,384.0,4208.0,752.0,872.0,2152.0,732.0,1241.0,447.0,30.0,75.0,"Arkansas County, Arkansas",001,05
12494.0,9701.0,12.0,67.0,167.0,131.0,6.0,11.0,0.0,351.0,0.0,67.0,120.0,148.0,13.0,3.0,0.0,66.0,4.0,0.0,0.0,13.0,0.0,0.0,9.0,9.0,51.0,117.0,262.0,242.0,379.0,181.0,3006.0,612.0,977.0,1527.0,580.0,661.0,237.0,18.0,5.0,"Little River County, Arkansas",081,05
71568.0,52726.0,94.0,282.0,1525.0,927.0,225.0,28.0,8.0,2766.0,0.0,311.0,906.0,922.0,199.0,418.0,10.0,438.0,2.0,0.0,0.0,85.0,69.0,47.0,79.0,160.0,203.0,463.0,549.0,1202.0,1236.0,866.0,12880.0,3181.0,3627.0,7825.0,4526.0,6732.0,2150.0,388.0,163.0,"Lonoke County, Arkansas",085,05
27782.0,21587.0,61.0,231.0,618.0,209.0,10.0,0.0,0.0,909.0,4.0,87.0,405.0,303.0,62.0,48.0,0.0,149.0,17.0,0.0,0.0,0.0,100.0,58.0,85.0,196.0,128.0,584.0,222.0,394.0,613.0,247.0,5764.0,1256.0,1375.0,3390.0,1189.0,2302.0,1058.0,145.0,277.0,"Carroll County, Arkansas",015,05
43760.0,33275.0,10.0,300.0,830.0,575.0,181.0,73.0,0.0,1612.0,15.0,268.0,529.0,647.0,118.0,35.0,0.0,234.0,22.0,12.0,21.0,10.0,84.0,14.0,67.0,288.0,108.0,496.0,566.0,855.0,1047.0,606.0,8796.0,2123.0,2925.0,5302.0,1437.0,3211.0,1104.0,218.0,148.0,"Miller County, Arkansas",091,05
9017.0,7259.0,0.0,79.0,123.0,22.0,0.0,0.0,0.0,183.0,0.0,96.0,54.0,27.0,0.0,6.0,0.0,27.0,0.0,0.0,2.0,37.0,45.0,8.0,0.0,124.0,0.0,148.0,146.0,68.0,267.0,121.0,1818.0,269.0,1088.0,768.0,780.0,859.0,227.0,50.0,0.0,"Modoc County, California",049,06
267390.0,187526.0,388.0,1884.0,5358.0,7386.0,483.0,565.0,6.0,14894.0,120.0,1261.0,3480.0,8537.0,687.0,739.0,70.0,7208.0,69.0,264.0,529.0,1284.0,2590.0,1578.0,1866.0,10738.0,1158.0,2822.0,5216.0,3258.0,4798.0,5325.0,33373.0,5929.0,11375.0,24362.0,11279.0,14006.0,5063.0,1337.0,1135.0,"Merced County, California",047,06
64095.0,50967.0,231.0,256.0,1037.0,828.0,73.0,28.0,0.0,2128.0,0.0,154.0,796.0,885.0,188.0,105.0,0.0,616.0,11.0,21.0,97.0,119.0,256.0,72.0,150.0,488.0,125.0,777.0,651.0,1122.0,1691.0,895.0,11825.0,2217.0,4252.0,8291.0,5594.0,4588.0,1678.0,577.0,273.0,"Lake County, California",033,06
17658.0,14756.0,31.0,73.0,193.0,262.0,0.0,17.0,0.0,524.0,0.0,77.0,130.0,282.0,0.0,35.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,19.0,50.0,51.0,43.0,105.0,153.0,157.0,383.0,295.0,3407.0,445.0,1292.0,2668.0,1159.0,2017.0,933.0,253.0,132.0,"Mariposa County, California",043,06
74644.0,53979.0,96.0,423.0,1356.0,1590.0,215.0,226.0,15.0,3476.0,0.0,329.0,1126.0,1557.0,257.0,132.0,75.0,846.0,9.0,7.0,130.0,67.0,174.0,175.0,209.0,807.0,62.0,855.0,729.0,1241.0,1634.0,1371.0,9714.0,1729.0,3926.0,10349.0,4920.0,5573.0,1565.0,406.0,84.0,"Yuba County, California",115,06
1123678.0,862175.0,558.0,5840.0,15292.0,19682.0,2431.0,4644.0,181.0,46415.0,688.0,4438.0,11873.0,19620.0,3688.0,5757.0,351.0,13662.0,111.0,138.0,331.0,1261.0,3045.0,1796.0,2857.0,11790.0,2554.0,7344.0,9361.0,6061.0,8252.0,15135.0,121135.0,16084.0,47813.0,122600.0,63297.0,198521.0,76942.0,22425.0,14617.0,"Contra Costa County, California",013,06
18195.0,14487.0,10.0,69.0,375.0,197.0,28.0,0.0,0.0,578.0,5.0,57.0,236.0,227.0,36.0,17.0,0.0,247.0,0.0,0.0,0.0,4.0,3.0,4.0,26.0,122.0,21.0,142.0,129.0,303.0,280.0,221.0,3675.0,339.0,1133.0,2247.0,990.0,2103.0,915.0,160.0,166.0,"Inyo County, California",027,06
31470.0,26445.0,134.0,998.0,1364.0,547.0,81.0,31.0,6.0,862.0,0.0,81.0,264.0,454.0,48.0,15.0,0.0,126.0,8.0,10.0,12.0,29.0,27.0,65.0,65.0,199.0,223.0,171.0,550.0,609.0,1371.0,495.0,5055.0,2210.0,2879.0,3413.0,2124.0,1761.0,652.0,248.0,120.0,"Lassen County, California",035,06
535684.0,389349.0,529.0,3073.0,11271.0,10387.0,845.0,1054.0,86.0,26018.0,351.0,2266.0,8915.0,11723.0,1368.0,1272.0,123.0,10852.0,43.0,140.0,818.0,1568.0,2781.0,2031.0,2266.0,12659.0,1899.0,5903.0,5988.0,7259.0,9144.0,11414.0,82537.0,12280.0,27035.0,57600.0,25667.0,38138.0,11704.0,4612.0,1748.0,"Stanislaus County, California",099,06
442996.0,343710.0,1160.0,3120.0,7467.0,19673.0,1410.0,3028.0,197.0,34837.0,728.0,2210.0,5976.0,20685.0,1731.0,3343.0,164.0,7108.0,6.0,72.0,799.0,1531.0,2920.0,2101.0,1493.0,13242.0,1222.0,3463.0,6301.0,3320.0,4907.0,4880.0,41020.0,6492.0,16239.0,43909.0,21029.0,54031.0,23123.0,7370.0,6240.0,"Santa Barbara County, California",083,06
500943.0,398997.0,625.0,2638.0,7010.0,9629.0,944.0,1300.0,14.0,21534.0,243.0,1636.0,6050.0,10346.0,1405.0,1815.0,39.0,6888.0,55.0,257.0,440.0,836.0,1137.0,923.0,1026.0,7441.0,1056.0,2412.0,4360.0,3703.0,5222.0,8002.0,58588.0,9412.0,27488.0,62210.0,33585.0,77016.0,28192.0,9981.0,5073.0,"Sonoma County, California",097,06
63247.0,48120.0,127.0,418.0,1256.0,746.0,65.0,65.0,0.0,2330.0,0.0,320.0,802.0,901.0,164.0,143.0,0.0,1049.0,17.0,24.0,32.0,8.0,245.0,157.0,99.0,603.0,179.0,623.0,752.0,866.0,1099.0,1129.0,11809.0,2157.0,4031.0,8706.0,3333.0,4202.0,1350.0,521.0,122.0,"Tehama County, California",103,06
179957.0,128223.0,227.0,2396.0,3412.0,4001.0,420.0,269.0,0.0,8976.0,98.0,1482.0,1886.0,4344.0,736.0,430.0,0.0,4145.0,0.0,149.0,547.0,1052.0,1476.0,1053.0,808.0,6136.0,1086.0,2860.0,5449.0,2928.0,3728.0,2865.0,21224.0,4306.0,5773.0,20465.0,6974.0,10692.0,3877.0,742.0,187.0,"Imperial County, California",025,06
14058.0,11320.0,6.0,58.0,302.0,554.0,7.0,113.0,0.0,588.0,0.0,14.0,419.0,155.0,0.0,0.0,0.0,9.0,0.0,1.0,116.0,0.0,33.0,0.0,74.0,150.0,52.0,481.0,110.0,175.0,209.0,70.0,1674.0,161.0,366.0,2295.0,659.0,2250.0,614.0,164.0,29.0,"Mono County, California",051,06
58671.0,43042.0,97.0,374.0,1200.0,967.0,197.0,79.0,6.0,2765.0,0.0,208.0,767.0,1400.0,149.0,192.0,49.0,1118.0,0.0,0.0,64.0,103.0,483.0,419.0,354.0,1576.0,356.0,666.0,678.0,499.0,863.0,629.0,8202.0,1010.0,2386.0,7378.0,3403.0,4980.0,1476.0,453.0,261.0,"San Benito County, California",069,06
1629615.0,1284703.0,1478.0,7165.0,20625.0,30904.0,2191.0,9979.0,718.0,72494.0,723.0,5586.0,17252.0,33625.0,2781.0,11674.0,853.0,27116.0,256.0,280.0,815.0,1678.0,3966.0,2822.0,4225.0,19872.0,4449.0,10385.0,13895.0,11749.0,13755.0,26698.0,185282.0,18514.0,51968.0,158154.0,73976.0,293137.0,149371.0,34121.0,32665.0,"Alameda County, California",001,06
1495400.0,1133511.0,911.0,9460.0,23797.0,28119.0,3131.0,4141.0,364.0,67393.0,882.0,6249.0,19526.0,29575.0,4932.0,5927.0,302.0,28405.0,290.0,320.0,655.0,896.0,3153.0,2544.0,3162.0,12861.0,4024.0,9514.0,9193.0,12457.0,18043.0,23778.0,195780.0,28365.0,70504.0,177673.0,96992.0,196514.0,67958.0,22412.0,10702.0,"Sacramento County, California",067,06
185015.0,146852.0,9.0,856.0,3128.0,2516.0,348.0,588.0,26.0,6637.0,41.0,619.0,2705.0,2158.0,546.0,568.0,0.0,986.0,32.0,33.0,20.0,67.0,108.0,106.0,273.0,752.0,142.0,576.0,743.0,868.0,2382.0,2337.0,24471.0,4010.0,10936.0,25363.0,14291.0,28348.0,10599.0,3416.0,1885.0,"El Dorado County, California",017,06
141005.0,110659.0,98.0,889.0,2316.0,2593.0,339.0,330.0,35.0,6135.0,47.0,520.0,1669.0,2814.0,522.0,540.0,23.0,2217.0,24.0,144.0,18.0,157.0,428.0,414.0,445.0,4040.0,493.0,1339.0,1119.0,609.0,1318.0,2187.0,15526.0,2199.0,6634.0,16198.0,8560.0,22344.0,7116.0,2977.0,1418.0,"Napa County, California",055,06
3283665.0,2555203.0,2637.0,18324.0,73386.0,79059.0,8172.0,14951.0,815.0,160814.0,1678.0,13598.0,42793.0,72046.0,9386.0,20294.0,1019.0,41778.0,600.0,726.0,2199.0,4978.0,10309.0,7195.0,9102.0,44105.0,9485.0,21022.0,36767.0,24042.0,31889.0,48003.0,360572.0,48010.0,125361.0,366929.0,183059.0,505483.0,209580.0,60233.0,45618.0,"San Diego County, California",073,06
433168.0,318859.0,1713.0,3257.0,7031.0,9687.0,1035.0,974.0,20.0,21582.0,1027.0,2003.0,5650.0,10238.0,1306.0,1270.0,88.0,8663.0,10.0,58.0,948.0,2961.0,5230.0,2060.0,2395.0,20840.0,2008.0,8283.0,7105.0,4759.0,6242.0,7228.0,47285.0,9324.0,13427.0,37394.0,21899.0,39587.0,17199.0,5241.0,3414.0,"Monterey County, California",053,06
864263.0,748311.0,319.0,1815.0,6120.0,12701.0,1465.0,8220.0,921.0,33676.0,262.0,1124.0,6186.0,13221.0,1400.0,10875.0,608.0,20152.0,99.0,403.0,490.0,1217.0,1918.0,1957.0,3429.0,12395.0,2891.0,6661.0,7869.0,4631.0,5613.0,12893.0,74941.0,9131.0,23316.0,75714.0,36288.0,228294.0,100265.0,33789.0,18718.0,"San Francisco County, California",075,06
2885.0,2459.0,0.0,64.0,19.0,3.0,0.0,0.0,0.0,60.0,0.0,6.0,14.0,19.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,10.0,28.0,44.0,73.0,564.0,24.0,155.0,658.0,253.0,344.0,114.0,20.0,17.0,"Sierra County, California",091,06
458809.0,314966.0,840.0,4238.0,9454.0,8671.0,998.0,608.0,69.0,23506.0,504.0,3154.0,7328.0,10562.0,1273.0,664.0,21.0,11836.0,81.0,157.0,898.0,1968.0,4090.0,2458.0,2664.0,17895.0,1892.0,8485.0,8569.0,6172.0,9114.0,7320.0,59476.0,9390.0,15379.0,42516.0,19331.0,24752.0,8504.0,2505.0,1130.0,"Tulare County, California",107,06
212605.0,166894.0,217.0,1057.0,5063.0,10148.0,831.0,2475.0,116.0,22755.0,232.0,587.0,5502.0,12683.0,1066.0,2307.0,378.0,2739.0,34.0,79.0,160.0,387.0,675.0,559.0,439.0,2677.0,423.0,845.0,1515.0,1515.0,2276.0,2919.0,20176.0,3256.0,7768.0,17187.0,8198.0,25761.0,13161.0,4996.0,6487.0,"Yolo County, California",113,06
