Year,"Cook County, IL","Genesee County, MI","Lake County, IN","Mahoning County, OH","Mohave County, AZ*","Richland County, OH*","Saginaw County, MI","Trumbull County, OH","Wayne County, MI"
2017,5211263,407385,485640,229796,205249,121107,191934,200380,1753616
